# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 35 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.35	1st: 1.41
# Laser Mod Attn:	35 dB
# Delay:	106892 (pi, Max for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.022	-0.011	0.013
0.019	-0.011	0.011
0.014	-0.003	0.016
0.020	-0.031	0.027
0.022	-0.033	0.021
0.017	-0.025	0.015
0.016	-0.013	0.018
0.013	-0.007	0.025
0.005	-0.002	0.009
0.012	-0.005	0.018
0.022	0.006	0.009
0.015	0.002	0.015
0.022	0.008	0.019
0.017	0.011	0.023
0.010	-0.005	0.025
0.012	-0.014	0.015
0.016	-0.010	0.015
0.015	-0.005	0.009
0.014	-0.005	0.018
0.014	-0.008	0.020
0.017	-0.013	0.024
0.022	-0.007	0.020
0.013	-0.009	0.019
0.010	-0.019	0.016
0.004	-0.010	0.022
0.009	0.002	0.009
0.014	-0.007	0.018
0.021	0.002	0.013
0.021	-0.002	0.023
0.019	0.000	0.023
0.012	-0.002	0.027
-0.001	-0.019	0.010
0.010	-0.004	0.015
0.014	-0.009	0.017
0.019	-0.015	0.009
0.012	-0.003	0.014
0.020	-0.005	0.019
0.020	-0.006	0.013
0.014	-0.010	0.017
0.009	-0.022	0.012
0.013	-0.006	0.020
0.007	0.005	0.016
0.015	0.007	0.017
0.019	-0.003	0.019
0.025	0.005	0.016
0.017	-0.011	0.026
0.021	0.001	0.022
0.011	-0.012	0.014
0.007	0.001	0.001
0.013	0.002	0.001
0.017	-0.000	0.009
0.012	0.016	0.012
0.009	0.018	0.017
0.020	0.001	0.018
0.019	-0.003	0.016
0.015	-0.008	0.012
0.008	-0.004	0.018
0.006	0.000	0.019
0.002	0.012	0.002
0.013	0.007	0.009
0.018	0.006	0.009
0.011	0.002	0.018
0.018	0.001	0.014
0.012	0.011	0.023
0.007	-0.011	0.026
0.010	-0.002	0.013
0.015	0.003	0.010
0.020	-0.005	0.014
0.018	0.003	0.018
0.013	-0.009	0.017
0.018	-0.011	0.025
0.020	-0.014	0.021
0.011	-0.004	0.012
0.011	-0.016	0.021
0.017	-0.012	0.021
0.009	0.005	0.013
0.015	-0.002	0.016
0.018	0.001	0.028
0.020	0.005	0.029
0.019	-0.003	0.021
0.016	0.003	0.025
0.004	-0.007	0.010
0.014	-0.007	0.017
0.020	-0.016	0.011
0.019	0.007	0.009
0.016	0.012	0.014
0.022	0.000	0.014
0.026	-0.007	0.007
0.018	-0.010	0.012
0.014	-0.005	0.011
0.011	-0.013	0.018
0.002	-0.009	0.012
0.012	-0.002	0.011
0.014	-0.007	0.017
0.017	-0.002	0.011
0.017	-0.015	0.016
0.016	-0.015	0.017
0.009	-0.022	0.005
0.008	-0.018	0.004
0.011	-0.007	0.006
0.017	-0.020	0.007
0.015	-0.002	0.008
0.011	0.003	0.017
0.021	-0.002	0.023
0.026	-0.006	0.018
0.019	-0.018	0.005
0.013	-0.025	0.013
0.012	-0.019	0.020
0.007	-0.030	-0.003
0.013	-0.025	0.003
0.021	-0.015	0.004
0.012	-0.020	0.017
0.018	-0.019	0.014
0.014	-0.020	0.021
0.011	-0.029	0.021
0.008	-0.014	0.009
0.015	-0.005	0.006
0.018	-0.007	0.006
0.020	-0.001	0.015
0.015	-0.013	0.021
0.020	-0.010	0.021
0.024	-0.015	0.012
0.013	-0.025	0.000
0.012	-0.021	0.009
0.014	-0.007	0.013
0.007	-0.022	-0.001
0.014	-0.023	0.009
0.020	-0.014	0.012
0.014	-0.041	0.018
0.019	-0.060	0.008
0.011	-0.049	0.021
0.003	-0.035	0.006
0.009	-0.024	0.011
0.017	-0.029	0.010
0.017	-0.033	0.002
0.012	-0.023	0.011
0.018	-0.042	0.018
0.019	-0.034	0.010
0.013	-0.047	0.007
0.005	-0.039	-0.000
0.006	-0.041	0.010
-0.004	-0.039	0.003
0.007	-0.051	0.007
0.017	-0.038	0.022
0.024	-0.036	0.020
0.015	-0.035	0.016
0.013	-0.024	0.020
0.008	-0.046	0.017
0.003	-0.053	0.006
0.016	-0.066	0.007
0.022	-0.072	0.000
0.012	-0.060	0.007
0.010	-0.086	0.007
0.014	-0.078	0.007
0.020	-0.088	0.003
0.020	-0.072	-0.008
0.012	-0.069	-0.002
0.013	-0.064	0.005
0.007	-0.063	-0.011
0.014	-0.057	-0.005
0.019	-0.071	-0.001
0.012	-0.060	0.003
0.019	-0.062	-0.000
0.014	-0.097	-0.010
0.006	-0.103	-0.007
0.006	-0.120	-0.014
0.015	-0.181	-0.016
0.014	-0.200	-0.034
0.014	-0.235	-0.040
0.013	-0.235	-0.059
0.017	-0.230	-0.042
0.020	-0.224	-0.064
0.013	-0.239	-0.046
0.005	-0.235	-0.055
0.009	-0.227	-0.046
0.004	-0.253	-0.046
0.012	-0.284	-0.039
0.018	-0.281	-0.047
0.015	-0.298	-0.034
0.014	-0.287	-0.041
0.012	-0.252	-0.038
0.006	-0.232	-0.047
0.011	-0.254	-0.029
0.016	-0.233	-0.040
0.019	-0.239	-0.057
0.016	-0.221	-0.041
0.020	-0.233	-0.033
0.025	-0.226	-0.048
0.014	-0.223	-0.040
0.009	-0.199	-0.053
0.010	-0.224	-0.051
0.000	-0.226	-0.069
0.009	-0.233	-0.082
0.017	-0.225	-0.078
0.023	-0.273	-0.076
0.023	-0.269	-0.072
0.017	-0.273	-0.075
0.012	-0.325	-0.078
0.010	-0.322	-0.094
0.015	-0.344	-0.076
0.016	-0.319	-0.068
0.010	-0.306	-0.069
0.011	-0.282	-0.086
0.025	-0.317	-0.100
0.028	-0.299	-0.095
0.023	-0.313	-0.082
0.018	-0.285	-0.069
0.014	-0.248	-0.057
0.007	-0.229	-0.064
0.012	-0.230	-0.067
0.017	-0.204	-0.063
0.011	-0.205	-0.060
0.020	-0.177	-0.059
0.011	-0.135	-0.044
0.017	-0.160	-0.027
0.009	-0.139	-0.029
0.015	-0.121	-0.032
0.011	-0.106	-0.032
0.011	-0.125	-0.019
0.010	-0.136	-0.017
0.018	-0.124	-0.004
0.013	-0.163	-0.023
0.009	-0.166	-0.030
0.006	-0.137	-0.032
0.011	-0.147	-0.013
0.007	-0.141	-0.018
0.012	-0.146	-0.013
0.018	-0.131	-0.004
0.016	-0.115	-0.003
0.018	-0.127	-0.010
0.009	-0.100	-0.017
0.003	-0.092	-0.037
0.012	-0.084	-0.027
0.017	-0.086	-0.031
0.017	-0.135	-0.028
0.008	-0.114	-0.029
0.012	-0.096	-0.015
0.016	-0.084	-0.016
0.013	-0.071	-0.005
0.009	-0.053	-0.009
0.011	-0.059	-0.000
0.003	-0.069	0.009
0.014	-0.072	-0.000
0.023	-0.080	-0.004
0.026	-0.066	-0.009
0.014	-0.057	-0.007
0.016	-0.058	-0.001
0.011	-0.067	-0.002
0.007	-0.043	0.004
0.016	-0.030	0.004
0.021	-0.038	-0.006
0.015	-0.035	0.006
0.009	-0.044	0.004
0.015	-0.066	0.013
0.023	-0.058	0.017
0.017	-0.070	0.008
0.007	-0.075	0.016
0.009	-0.066	0.002
0.009	-0.047	-0.012
0.018	-0.038	-0.008
0.023	-0.043	-0.006
0.019	-0.053	0.008
0.019	-0.054	0.003
0.013	-0.033	0.011
0.012	-0.038	0.007
0.008	-0.032	0.009
0.017	-0.012	0.008
0.019	-0.014	-0.003
0.021	-0.007	-0.004
0.017	-0.008	0.007
0.024	-0.011	0.011
0.025	-0.016	0.005
0.020	-0.000	-0.003
0.012	-0.000	0.003
0.019	-0.010	0.018
0.012	-0.001	0.007
0.013	-0.014	0.011
0.019	-0.021	0.005
0.017	-0.025	0.015
0.015	-0.028	0.009
0.007	-0.016	0.014
0.002	-0.009	-0.004
0.012	-0.003	0.001
0.018	-0.012	-0.002
0.023	0.003	-0.000
0.009	0.006	0.015
0.015	-0.006	0.010
0.020	0.001	0.004
0.023	-0.011	0.020
0.020	-0.010	0.010
0.020	-0.012	0.017
0.010	-0.003	0.011
0.015	0.002	0.010
0.016	-0.017	0.002
0.023	-0.022	-0.007
0.025	-0.006	-0.010
0.021	-0.007	-0.002
0.010	-0.028	-0.002
0.003	-0.008	-0.003
0.011	0.002	0.000
0.019	0.004	0.000
0.019	0.007	0.008
0.017	0.005	0.017
0.025	-0.004	0.021
0.028	-0.004	0.014
0.020	-0.017	0.008
0.013	-0.023	0.015
0.014	-0.019	0.017
0.007	-0.015	0.007
0.012	-0.015	0.015
0.018	-0.002	0.012
0.013	-0.001	0.007
0.015	0.001	0.006
0.007	0.003	0.006
0.010	-0.013	0.008
0.012	-0.004	0.007
0.017	-0.010	-0.001
0.012	-0.008	0.001
0.015	-0.002	0.005
0.013	-0.008	0.017
0.018	-0.006	0.017
0.020	-0.014	0.010
0.015	-0.001	0.010
0.010	-0.010	0.020
0.014	0.001	0.025
0.012	0.010	0.012
0.019	0.005	0.023
0.023	0.013	0.019
0.019	0.005	0.021
0.020	0.010	0.014
0.014	0.007	0.025
0.010	0.014	0.013
0.013	0.012	0.020
0.022	0.009	0.012
0.023	0.009	0.016
0.013	0.018	0.020
0.019	0.018	0.020
0.019	0.016	0.009
0.016	0.013	0.018
0.011	0.019	0.014
0.012	0.006	0.018
0.004	0.010	0.017
0.012	0.009	0.012
0.019	-0.001	0.014
0.026	0.007	0.014
0.019	0.004	0.010
0.017	0.017	0.015
0.006	-0.002	0.008
0.007	0.004	0.009
0.009	0.008	0.005
0.018	0.004	-0.002
0.013	0.012	0.011
0.011	0.004	0.012
0.017	-0.004	0.015
0.018	-0.005	0.007
0.017	-0.008	0.013
0.009	0.003	0.019
0.010	0.009	0.024
0.006	0.011	-0.002
0.014	0.010	0.012
0.021	0.020	0.005
0.016	0.021	0.013
0.018	0.022	0.010
0.013	0.020	0.018
0.006	-0.003	0.016
-0.001	0.006	0.007
0.009	0.011	0.010
0.014	-0.000	0.006
0.014	0.016	0.009
0.014	0.002	0.016
0.018	0.012	0.022
0.021	-0.001	0.020
0.014	0.001	0.012
0.011	-0.002	0.018
0.012	0.002	0.019
0.014	0.007	0.007
0.018	0.002	0.021
0.022	0.007	0.015
0.016	-0.009	0.019
0.017	0.008	0.011
0.014	0.015	0.021
0.008	0.013	0.016
0.017	0.021	0.018
0.023	0.011	0.015
0.024	0.004	0.013
0.014	0.011	0.018
0.017	0.007	0.023
0.023	-0.001	0.020
0.018	-0.017	0.023
0.014	-0.013	0.009
0.015	-0.014	0.015
0.006	0.001	0.010
0.010	-0.004	0.009
0.016	-0.008	0.017
0.022	-0.001	0.015
0.016	-0.004	0.006
0.012	0.008	0.012
0.005	-0.018	0.008
0.005	-0.011	0.004
0.012	-0.003	0.001
0.018	-0.003	0.000
0.014	0.008	0.011
0.013	0.002	0.018
0.020	-0.015	0.024
0.025	-0.014	0.016
0.018	-0.024	0.015
0.014	-0.014	0.023
0.013	-0.014	0.023
0.013	-0.011	0.011
0.018	-0.019	0.015
0.023	-0.015	0.010
0.013	-0.014	0.016
0.019	-0.026	0.004
0.007	-0.012	0.014
0.008	-0.042	0.006
0.009	-0.035	0.002
0.015	-0.034	0.001
0.016	-0.027	-0.002
0.017	-0.034	0.012
0.008	-0.028	0.016
0.017	-0.033	0.014
0.015	-0.033	0.013
0.012	-0.022	0.003
0.009	-0.023	0.008
0.006	-0.020	0.016
0.013	-0.021	0.007
0.018	-0.022	0.016
0.025	-0.015	0.001
0.021	-0.018	0.009
0.021	-0.018	-0.002
0.013	-0.017	0.009
0.006	-0.018	0.002
0.007	-0.028	0.006
0.018	-0.036	0.002
0.019	-0.041	0.003
0.011	-0.036	-0.003
0.018	-0.075	0.007
0.026	-0.061	-0.006
0.016	-0.076	0.009
0.012	-0.063	0.012
0.012	-0.061	0.019
0.004	-0.050	0.014
0.012	-0.048	0.008
0.020	-0.056	0.022
0.025	-0.059	0.014
0.018	-0.062	0.013
0.018	-0.058	0.021
0.011	-0.083	0.015
0.007	-0.055	0.007
0.013	-0.034	0.007
0.018	-0.060	-0.002
0.013	-0.047	0.011
0.014	-0.035	0.007
0.018	-0.044	0.007
0.025	-0.057	0.005
0.020	-0.095	0.004
0.009	-0.116	0.012
0.016	-0.101	0.016
0.019	-0.116	0.001
0.019	-0.127	0.013
0.024	-0.117	0.003
0.019	-0.133	0.009
0.021	-0.140	0.006
0.013	-0.159	0.018
0.010	-0.177	0.005
0.011	-0.189	-0.004
0.018	-0.242	-0.003
0.019	-0.245	-0.020
0.018	-0.233	-0.022
0.011	-0.228	-0.017
0.014	-0.206	-0.031
0.015	-0.245	-0.045
0.011	-0.237	-0.041
0.004	-0.238	-0.047
0.003	-0.260	-0.051
0.007	-0.242	-0.074
0.016	-0.302	-0.074
0.018	-0.302	-0.087
0.014	-0.286	-0.077
0.014	-0.265	-0.075
0.010	-0.254	-0.076
0.001	-0.244	-0.084
0.013	-0.268	-0.080
0.019	-0.263	-0.062
0.023	-0.295	-0.070
0.014	-0.294	-0.044
0.017	-0.301	-0.085
0.025	-0.286	-0.073
0.013	-0.246	-0.070
0.009	-0.243	-0.077
0.016	-0.249	-0.065
0.004	-0.228	-0.087
0.010	-0.233	-0.091
0.014	-0.259	-0.089
0.017	-0.294	-0.083
0.019	-0.350	-0.092
0.017	-0.315	-0.077
0.006	-0.329	-0.050
0.005	-0.293	-0.068
0.016	-0.259	-0.054
0.017	-0.270	-0.065
0.012	-0.248	-0.064
0.009	-0.241	-0.051
0.016	-0.259	-0.045
0.021	-0.231	-0.037
0.016	-0.201	-0.040
0.010	-0.180	-0.038
0.007	-0.161	-0.047
0.005	-0.184	-0.052
0.010	-0.182	-0.029
0.018	-0.183	-0.027
0.011	-0.168	-0.019
0.017	-0.142	-0.022
0.011	-0.135	-0.025
0.010	-0.120	-0.024
0.015	-0.123	-0.028
0.018	-0.139	-0.027
0.022	-0.125	-0.032
0.022	-0.132	-0.011
0.018	-0.118	-0.013
0.024	-0.133	-0.014
0.023	-0.125	-0.024
0.012	-0.124	-0.052
0.006	-0.139	-0.034
0.007	-0.136	-0.031
0.009	-0.138	-0.043
0.015	-0.121	-0.036
0.024	-0.095	-0.035
0.018	-0.086	-0.026
0.019	-0.081	-0.020
0.014	-0.085	-0.018
0.006	-0.079	-0.022
0.011	-0.077	-0.013
0.020	-0.082	-0.017
0.017	-0.079	-0.006
0.008	-0.063	0.008
0.016	-0.063	0.009
0.019	-0.063	-0.005
0.012	-0.053	-0.017
0.012	-0.046	-0.014
0.012	-0.061	0.000
0.005	-0.048	-0.003
0.014	-0.040	-0.005
0.018	-0.046	0.003
0.017	-0.052	-0.000
0.017	-0.062	-0.003
0.016	-0.051	-0.004
0.011	-0.059	-0.003
0.009	-0.044	-0.004
0.016	-0.039	-0.005
0.018	-0.048	-0.010
0.014	-0.038	0.007
0.010	-0.049	0.015
0.017	-0.061	0.023
0.019	-0.049	0.010
0.015	-0.037	-0.001
0.006	-0.028	0.005
0.013	-0.028	0.015
0.006	-0.026	0.015
0.018	-0.031	0.025
0.020	-0.013	0.016
0.012	-0.012	0.023
0.019	-0.029	0.022
0.017	-0.015	0.031
0.005	-0.030	0.021
0.010	-0.013	0.014
0.018	-0.020	0.000
0.019	-0.011	0.002
0.016	-0.020	0.012
0.016	-0.026	0.015
0.022	-0.020	0.021
0.018	-0.024	0.016
0.012	-0.017	0.012
0.009	-0.015	0.013
0.008	-0.009	0.015
0.013	-0.003	0.008
0.019	-0.003	0.014
0.021	0.012	0.005
0.017	0.002	0.013
0.016	0.014	0.008
0.007	0.006	0.011
0.005	-0.023	0.007
0.015	-0.004	0.003
0.019	-0.004	0.005
0.019	0.001	0.003
0.007	0.004	0.006
0.013	0.006	0.012
0.021	0.003	0.011
0.013	-0.001	0.016
0.008	-0.001	0.011
0.012	-0.007	0.016
0.005	0.001	0.013
0.011	0.001	0.011
0.017	-0.008	0.017
0.018	-0.004	0.013
0.020	-0.003	0.009
0.015	0.007	0.015
0.008	-0.013	0.010
0.004	-0.001	0.006
0.014	0.013	0.010
0.019	0.010	0.005
0.016	0.022	0.008
0.007	0.012	0.008
0.014	0.010	0.015
0.021	0.009	0.011
0.012	0.007	0.010
0.005	0.006	0.021
0.011	0.008	0.022
0.008	0.006	0.016
0.016	-0.000	0.016
0.020	0.009	0.014
0.016	0.010	0.021
0.021	0.010	0.019
0.009	0.022	0.022
0.007	-0.005	0.017
0.012	0.005	0.013
0.018	0.004	0.010
0.016	0.012	0.010
0.016	0.019	0.023
0.012	0.020	0.018
0.018	0.012	0.023
0.015	-0.001	0.019
0.008	0.008	0.013
0.006	0.003	0.017
0.004	0.013	0.022
0.007	0.024	0.009
0.017	-0.000	0.020
0.024	0.013	0.018
0.017	0.003	0.023
0.016	0.012	0.020
0.012	0.018	0.023
0.010	-0.004	0.017
0.014	0.009	0.017
0.019	0.007	0.009
0.023	0.008	0.008
0.011	0.018	0.023
0.020	0.010	0.026
0.023	-0.001	0.023
0.020	-0.002	0.026
0.012	0.008	0.019
0.017	0.004	0.021
0.009	0.014	0.010
0.015	0.016	-0.000
0.016	0.013	0.012
0.014	0.015	0.008
0.014	0.014	0.009
0.011	0.018	0.014
0.004	0.000	0.008
0.001	-0.005	0.000
0.010	0.001	-0.004
0.015	0.001	-0.008
0.014	0.010	0.001
0.013	0.005	0.008
0.023	-0.005	0.013
0.026	-0.009	0.010
0.019	-0.007	0.011
0.007	-0.004	0.020
0.010	-0.001	0.023
0.007	0.005	0.015
0.014	-0.008	0.020
0.016	-0.002	0.012
0.021	0.007	0.021
0.026	-0.001	0.017
0.012	0.006	0.027
0.007	-0.005	0.016
0.010	-0.006	0.013
0.013	-0.007	0.018
0.011	-0.020	0.005
0.011	-0.003	0.021
0.011	-0.014	0.021
0.017	-0.020	0.026
0.017	-0.022	0.022
0.009	-0.001	0.015
0.008	-0.003	0.020
0.005	0.004	0.026
0.013	0.001	0.013
0.018	-0.005	0.021
0.021	0.011	0.017
0.018	0.000	0.023
0.021	0.012	0.015
0.018	0.014	0.026
0.013	0.009	0.020
0.023	0.011	0.020
0.024	0.006	0.020
0.026	0.005	0.016
0.015	0.008	0.024
0.021	0.003	0.027
0.027	0.005	0.018
0.015	-0.002	0.014
0.009	0.007	0.012
0.014	-0.009	0.020
0.009	0.003	0.008
0.014	0.007	0.012
0.019	0.009	0.024
0.017	0.005	0.021
0.018	-0.019	0.017
0.016	-0.017	0.022
0.007	-0.034	0.020
0.002	-0.014	0.007
0.015	-0.003	0.013
0.012	-0.012	0.009
0.015	-0.006	0.012
0.015	-0.007	0.018
0.023	-0.017	0.027
0.024	-0.024	0.026
0.014	-0.019	0.010
0.000	-0.016	0.016
0.003	-0.029	0.015
0.005	-0.032	0.013
0.016	-0.035	0.012
0.021	-0.015	0.004
0.013	-0.026	0.016
0.017	-0.032	0.010
0.009	-0.026	0.019
0.010	-0.046	0.011
0.012	-0.031	-0.002
0.020	-0.045	-0.004
0.018	-0.035	0.002
0.018	-0.025	0.003
0.017	-0.022	0.011
0.020	-0.040	0.019
0.020	-0.051	0.014
0.017	-0.055	0.017
0.011	-0.049	0.011
0.012	-0.036	0.019
0.013	-0.029	0.009
0.014	-0.039	0.012
0.019	-0.032	0.012
0.019	-0.033	0.017
0.021	-0.019	0.012
0.018	-0.010	0.023
0.016	-0.021	0.012
0.020	-0.047	0.010
0.027	-0.057	0.014
0.024	-0.031	0.003
0.010	-0.029	0.014
0.013	-0.035	0.019
0.019	-0.029	0.010
0.017	-0.053	0.007
0.015	-0.038	0.016
0.013	-0.037	0.021
0.002	-0.027	0.012
0.011	-0.026	0.012
0.020	-0.048	0.015
0.019	-0.049	-0.000
0.016	-0.054	0.008
0.012	-0.058	0.016
0.003	-0.065	0.013
0.001	-0.077	-0.011
0.006	-0.051	-0.008
0.011	-0.056	-0.005
0.008	-0.040	-0.002
0.009	-0.071	0.003
0.016	-0.060	0.011
0.019	-0.092	-0.005
0.013	-0.095	-0.006
0.004	-0.121	0.010
0.006	-0.114	0.014
0.001	-0.095	-0.009
0.013	-0.106	-0.029
0.019	-0.100	-0.041
0.014	-0.106	-0.035
0.016	-0.102	-0.038
0.009	-0.129	-0.036
0.007	-0.151	-0.042
0.011	-0.174	-0.044
0.017	-0.207	-0.043
0.012	-0.267	-0.041
0.015	-0.305	-0.038
0.015	-0.295	-0.030
0.021	-0.284	-0.029
0.019	-0.296	-0.049
0.016	-0.281	-0.073
0.013	-0.274	-0.093
0.011	-0.231	-0.064
0.011	-0.219	-0.119
0.019	-0.236	-0.087
0.021	-0.226	-0.081
0.015	-0.235	-0.097
0.018	-0.224	-0.091
0.014	-0.211	-0.065
0.009	-0.198	-0.053
0.019	-0.193	-0.046
0.024	-0.225	-0.047
0.021	-0.234	-0.051
0.012	-0.247	-0.058
0.023	-0.287	-0.074
0.027	-0.272	-0.056
0.020	-0.254	-0.042
0.016	-0.257	-0.038
0.015	-0.228	-0.046
0.004	-0.201	-0.040
0.011	-0.175	-0.076
0.022	-0.187	-0.063
0.019	-0.156	-0.054
0.022	-0.159	-0.054
0.020	-0.160	-0.047
0.009	-0.169	-0.034
0.011	-0.169	-0.034
0.017	-0.148	-0.027
0.016	-0.176	-0.045
0.015	-0.156	-0.045
0.013	-0.139	-0.038
0.013	-0.147	-0.023
0.017	-0.153	-0.023
0.011	-0.151	-0.031
0.004	-0.158	-0.025
0.006	-0.154	-0.014
0.010	-0.123	-0.028
0.013	-0.115	-0.045
0.019	-0.119	-0.051
0.012	-0.123	-0.027
0.018	-0.119	-0.028
0.009	-0.115	-0.019
0.003	-0.128	-0.025
0.010	-0.123	-0.041
0.013	-0.151	-0.052
0.015	-0.133	-0.068
0.017	-0.143	-0.052
0.014	-0.130	-0.036
0.021	-0.124	-0.031
0.016	-0.107	-0.035
0.014	-0.070	-0.019
0.009	-0.065	-0.008
0.009	-0.053	0.006
0.010	-0.032	-0.000
0.020	-0.035	0.013
0.026	-0.022	0.001
0.017	-0.033	0.006
0.019	-0.054	-0.009
0.004	-0.041	0.006
0.007	-0.047	0.007
0.012	-0.031	-0.004
0.021	-0.058	0.004
0.018	-0.037	-0.004
0.009	-0.042	-0.001
0.013	-0.026	0.006
0.020	-0.025	0.005
0.013	-0.015	-0.002
0.011	-0.004	0.001
0.016	-0.018	0.006
0.006	-0.024	-0.004
0.013	-0.029	-0.005
0.018	-0.016	-0.001
0.020	-0.026	0.004
0.022	-0.031	0.012
0.020	-0.043	0.020
0.007	-0.043	0.017
0.005	-0.027	0.004
0.012	-0.018	-0.009
0.015	-0.015	-0.010
0.020	-0.010	0.005
0.014	-0.009	0.019
0.019	-0.011	0.023
0.019	-0.020	0.017
0.011	-0.019	0.016
0.007	-0.010	0.017
0.016	-0.021	0.026
0.016	-0.022	-0.000
0.019	-0.021	0.007
0.020	-0.010	0.003
0.014	-0.002	0.000
0.021	-0.003	-0.001
0.009	0.005	0.007
0.002	-0.016	0.004
0.013	-0.005	-0.012
0.021	-0.005	-0.009
0.022	-0.002	-0.003
0.020	0.008	0.010
0.012	0.002	0.019
0.021	0.007	0.025
0.018	-0.015	0.024
0.012	-0.011	0.030
0.006	-0.014	0.023
0.002	0.001	0.032
0.006	0.003	0.016
0.014	0.003	0.016
0.021	0.013	0.013
0.018	-0.004	0.011
0.019	0.000	0.015
0.008	0.005	0.026
0.002	-0.007	0.020
0.011	0.009	0.014
0.020	0.008	0.022
0.022	0.004	0.018
0.012	0.009	0.025
0.019	-0.005	0.030
0.016	-0.003	0.019
0.014	-0.004	0.017
0.009	0.000	0.023
0.010	-0.002	0.033
0.004	0.013	0.023
0.012	0.008	0.022
0.020	0.018	0.020
0.021	0.018	0.024
0.024	0.005	0.018
0.021	0.004	0.018
0.012	-0.006	0.025
0.008	0.002	0.008
0.014	0.010	0.013
0.013	0.009	0.024
0.012	0.004	0.020
0.014	-0.003	0.016
0.018	-0.002	0.023
0.017	-0.016	0.024
0.016	-0.008	0.016
0.005	-0.009	0.024
0.011	-0.003	0.016
0.011	-0.002	0.006
0.018	-0.005	0.016
0.022	0.005	0.013
0.019	0.009	0.025
0.026	0.007	0.012
0.014	0.015	0.018
0.001	0.002	0.015
0.011	0.011	0.009
0.014	-0.000	0.010
0.012	0.018	0.011
0.015	0.026	0.012
0.013	0.020	0.014
0.020	0.013	0.018
0.016	0.001	0.018
0.020	0.004	0.009
0.019	-0.003	0.019
0.016	0.005	0.020
0.013	0.013	0.016
0.018	0.008	0.020
0.020	0.011	0.023
0.011	0.002	0.020
0.009	0.011	0.024
-0.000	0.007	0.032
-0.003	-0.007	0.023
0.003	0.009	0.006
0.010	0.001	0.006
0.016	0.000	0.006
0.008	0.006	0.014
0.015	-0.009	0.013
0.021	-0.014	0.004
0.015	-0.020	0.004
0.009	-0.004	0.011
0.006	-0.003	0.015
0.003	0.007	0.008
0.006	0.007	0.010
0.015	0.004	0.006
0.014	0.011	0.010
0.019	-0.000	0.006
0.016	0.003	0.016
0.004	-0.006	0.025
0.003	-0.000	0.010
0.012	0.014	0.013
0.016	0.019	0.019
0.017	0.027	0.017
0.013	0.016	0.019
0.022	0.010	0.022
0.024	-0.013	0.014
0.023	0.004	0.009
0.014	0.010	0.016
0.015	0.010	0.025
0.012	0.013	0.009
0.018	0.008	0.016
0.025	0.019	0.012
0.019	0.027	0.025
0.023	0.018	0.024
0.013	0.015	0.025
0.006	-0.001	0.013
0.011	0.007	0.008
0.019	0.008	0.002
0.017	0.016	0.001
0.018	0.015	0.005
0.010	-0.005	0.010
0.019	-0.001	0.023
0.021	-0.014	0.017
0.019	-0.005	0.006
0.016	-0.010	0.014
0.012	0.002	0.017
0.016	0.009	0.009
0.021	0.009	0.020
0.026	0.017	0.021
0.021	-0.007	0.004
0.015	-0.010	0.006
0.010	-0.002	0.015
0.006	-0.022	0.015
0.012	-0.015	0.005
0.021	-0.015	0.014
0.024	-0.003	0.017
0.016	0.003	0.021
0.022	-0.004	0.014
0.029	-0.013	0.007
0.022	-0.025	0.002
0.012	-0.013	0.015
0.011	-0.026	0.020
0.009	-0.022	0.010
0.017	-0.027	0.016
0.020	-0.011	0.015
0.018	-0.003	0.019
0.021	-0.019	0.012
0.021	-0.016	0.017
0.009	-0.028	0.020
0.008	-0.010	0.003
0.014	-0.016	0.007
0.011	-0.016	0.019
0.013	-0.022	0.022
0.014	-0.028	0.023
0.022	-0.025	0.009
0.021	-0.034	0.001
0.019	-0.038	0.001
0.007	-0.034	0.013
0.018	-0.022	0.018
0.017	-0.003	-0.002
0.020	-0.012	-0.008
0.020	-0.003	-0.010
0.014	-0.012	0.000
0.023	-0.026	-0.007
0.009	-0.024	0.006
0.002	-0.058	0.007
0.008	-0.030	-0.007
0.014	-0.034	-0.007
0.012	-0.038	-0.000
0.012	-0.020	0.007
0.010	-0.023	0.007
0.017	-0.036	0.010
0.023	-0.040	0.006
0.020	-0.028	-0.007
0.015	-0.029	-0.000
0.010	-0.016	0.013
0.007	-0.023	0.011
0.014	-0.040	0.009
0.016	-0.033	0.008
0.016	-0.040	0.012
0.014	-0.026	0.017
0.014	-0.011	0.019
0.012	-0.033	0.012
0.017	-0.027	0.002
0.021	-0.041	0.010
0.025	-0.034	0.013
0.014	-0.038	0.018
0.021	-0.060	0.012
0.026	-0.110	0.005
0.018	-0.103	-0.011
0.014	-0.094	0.004
0.009	-0.070	0.004
0.006	-0.066	0.008
0.015	-0.050	-0.008
